employee_id,employee_name,gender,age,DOB,marital_status,department,job_role,education_level,education_field,hire_date,years_at_company,monthly_salary,hourly_rate,overtime,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,training_times_last_year,num_companies_worked,promotion_last_years,distance_from_home,business_travel,city,manager_name,attrition,reason_for_leaving,exit_date,missing_survey_data,duplicate_emp_id,age_group,tenure_group
EMP1357,Paul Blackwell,Female,25.0,,Single,IT,Software Engineer,1,Business,,6,111400.0,42.2,Yes,2.0,4.0,,2.0,2.0,1.0,0,26.8,Non-Travel,East Cherylburgh,Nichole Mullins,No,,,True,False,18-25,3-6yr
EMP2272,Zachary Hawkins,Male,45.0,,Divorced,Sales,Sales Executive,4,Technical Degree,2018-03-18,6,37400.0,73.42,Yes,3.0,1.0,1.0,3.0,0.0,0.0,0,24.4,Travel_Frequently,Aliciamouth,Tracy George,No,,,False,False,36-45,3-6yr
EMP1472,Victor Warren,Not Disclosed,26.0,,Divorced,Marketing,Marketing Manager,2,Medical,2023-09-11,1,55500.0,66.45,No,2.0,3.0,3.0,3.0,2.0,3.0,2,,Non-Travel,West Matthew,Robert Mclaughlin,No,,,False,False,26-35,<1yr
EMP1704,Tamara Lewis,Male,35.0,,Single,Finance,Finance Manager,4,Marketing,2016-01-31,8,44900.0,46.21,No,5.0,1.0,3.0,,2.0,5.0,1,,Non-Travel,Jenkinsmouth,Jesus Hawkins,No,,,True,False,26-35,6+yr
EMP1217,Jill Boyle,Female,37.0,,Not Disclosed,IT,IT Support,4,Medical,,7,62900.0,58.09,No,4.0,1.0,1.0,2.0,2.0,4.0,0,24.5,Travel_Frequently,New Anna,Robert Kelley,No,,,False,False,36-45,6+yr
EMP1222,Elizabeth Lopez,Female,47.0,1991-02-22,Married,IT,IT Support,1,Medical,,2,61700.0,50.07,Yes,2.0,,1.0,3.0,0.0,6.0,0,,Non-Travel,North Kristen,Natalie Murphy,No,,,True,False,46-65,1-3yr
EMP1822,Andrew Riley,Female,49.0,,Divorced,Sales,Sales Manager,2,Life Sciences,,8,82600.0,81.11,No,1.0,1.0,1.0,4.0,4.0,0.0,0,,Non-Travel,West Elizabethland,Christopher Garcia,No,,,False,False,46-65,6+yr
EMP1578,Kurt Briggs,Male,42.0,1976-08-17,Single,Human Resources,HR Manager,1,Marketing,,9,79800.0,49.98,Yes,3.0,3.0,2.0,,3.0,3.0,3,,Travel_Rarely,Allisonview,Zachary Singh,No,,,True,False,36-45,6+yr
EMP1005,Angela Evans,Male,34.0,,Divorced,Finance,Accountant,1,Medical,,6,57200.0,91.84,No,4.0,,3.0,4.0,2.0,6.0,1,6.9,Travel_Rarely,Robertsland,Jason Sherman,No,,,True,False,26-35,3-6yr
EMP2382,Mary Wong,Male,41.0,,Divorced,Marketing,Content Strategist,3,Life Sciences,,7,102900.0,94.45,Yes,1.0,2.0,1.0,3.0,0.0,0.0,3,,Non-Travel,North Victoriaberg,Rebecca Scott,No,,,False,False,36-45,6+yr
EMP2098,Sean Lowe,Male,53.0,1966-03-18,Single,Human Resources,HR Executive,1,Human Resources,2016-10-17,8,71100.0,51.6,Yes,2.0,4.0,3.0,2.0,3.0,4.0,0,29.7,Non-Travel,Jessicaton,Lauren Giles,No,,,False,False,46-65,6+yr
EMP1205,Elizabeth Alvarez,Male,34.0,,Not Disclosed,Marketing,Marketing Manager,2,Human Resources,,2,112900.0,44.94,No,3.0,4.0,1.0,4.0,1.0,4.0,2,10.1,Non-Travel,Lake Whitney,Jessica Branch,No,,,False,False,26-35,1-3yr
EMP1567,Charles Gutierrez,Female,41.0,,Divorced,Research & Development,Research Scientist,5,Business,,6,96100.0,52.53,Yes,3.0,3.0,1.0,2.0,2.0,3.0,2,15.6,Travel_Frequently,North Kevin,Jennifer Day,No,,,False,False,36-45,3-6yr
EMP2188,Maria Gilbert,Female,37.0,,Not Disclosed,Human Resources,HR Executive,5,Human Resources,,3,100900.0,99.75,No,3.0,3.0,4.0,,4.0,4.0,0,16.5,Travel_Frequently,New Stephen,Brandon Contreras,No,,,True,False,36-45,1-3yr
EMP2472,Jorge Stevens,Male,46.0,,Not Disclosed,Human Resources,HR Executive,5,Marketing,2023-01-08,1,17700.0,85.0,Yes,3.0,4.0,1.0,4.0,2.0,6.0,2,14.1,Travel_Rarely,East Erin,Jared West,No,,,False,False,46-65,<1yr
EMP1817,Samuel May,Male,57.0,,Single,IT,IT Support,2,Marketing,2020-10-04,4,74900.0,64.36,No,5.0,1.0,2.0,3.0,4.0,3.0,2,7.8,Travel_Frequently,North Katherine,Diana Williams,No,,,False,False,46-65,3-6yr
EMP2301,Kathleen Nguyen,Female,52.0,1987-05-20,Married,IT,System Admin,3,Medical,,3,19600.0,39.69,No,5.0,1.0,,3.0,0.0,3.0,3,,Travel_Rarely,New Olivia,Jason Stone,No,,,True,False,46-65,1-3yr
EMP1138,Jennifer Gordon,Male,39.0,,Married,Human Resources,HR Manager,5,Medical,,5,117700.0,56.06,No,2.0,3.0,1.0,1.0,2.0,3.0,3,,Travel_Frequently,Lake Travis,Corey Reeves,No,,,False,False,36-45,3-6yr
EMP1657,Michael Hardy,Male,40.0,,Single,Research & Development,Data Analyst,4,Business,2023-12-27,1,47100.0,89.23,Yes,3.0,3.0,3.0,2.0,1.0,6.0,1,14.1,Non-Travel,Jenniferfort,Amanda Jimenez,No,,,False,False,36-45,<1yr
EMP2475,Stephanie Hicks,Male,22.0,,Married,Human Resources,HR Manager,4,Medical,,3,109300.0,76.72,No,3.0,3.0,,4.0,4.0,3.0,1,,Travel_Rarely,Millerland,Robert Dean,Yes,Health Issues,,True,False,18-25,1-3yr
EMP1457,Wendy Williams,Female,41.0,,Single,IT,System Admin,5,Human Resources,,7,108900.0,47.43,Yes,3.0,,4.0,4.0,4.0,1.0,1,3.2,Non-Travel,New Saraborough,Bradley Rivera,No,,,True,False,36-45,6+yr
EMP2102,Dawn Solis,Male,24.0,,Not Disclosed,Sales,Sales Executive,4,Technical Degree,2023-02-17,1,111200.0,62.95,No,2.0,,4.0,3.0,2.0,3.0,1,,Travel_Rarely,Robertstad,Jonathan Duran,No,,,True,False,18-25,<1yr
EMP2444,Sarah Edwards,Female,30.0,,Married,Research & Development,Data Analyst,2,Medical,,1,76000.0,94.66,Yes,3.0,2.0,3.0,3.0,0.0,5.0,2,,Travel_Frequently,Branditon,Allison Pennington,No,,,False,False,26-35,<1yr
EMP1690,Betty Collins,Male,32.0,1999-09-07,Married,Finance,Financial Analyst,5,Technical Degree,2020-02-11,4,104500.0,86.13,Yes,5.0,1.0,4.0,1.0,5.0,1.0,0,9.2,Non-Travel,Vasquezfurt,Mary Lowe,No,,,False,False,26-35,3-6yr
EMP1609,Melinda Kelly,Female,41.0,,Not Disclosed,Sales,Sales Manager,5,Marketing,2020-04-25,4,63000.0,31.27,No,3.0,3.0,2.0,3.0,2.0,2.0,2,27.1,Non-Travel,Hillland,Elizabeth Miller,Yes,Health Issues,,False,False,36-45,3-6yr
EMP2222,Melissa Jones,Not Disclosed,40.0,,Single,Research & Development,Lab Technician,1,Medical,,1,50500.0,64.93,No,2.0,3.0,3.0,4.0,3.0,4.0,2,19.7,Non-Travel,East Sherry,Zachary Flores,No,,,False,False,36-45,<1yr
EMP1981,Ashley Kelly,Male,35.0,,Married,Human Resources,HR Manager,1,Life Sciences,2015-10-04,9,104400.0,81.67,No,5.0,3.0,1.0,3.0,1.0,2.0,3,18.6,Non-Travel,Pittmanshire,Lindsey Crawford,No,,,False,False,26-35,6+yr
EMP1932,John Cox,Female,23.0,,Not Disclosed,Research & Development,Lab Technician,4,Human Resources,,2,64250.0,70.21,No,4.0,3.0,4.0,4.0,0.0,5.0,0,20.9,Travel_Frequently,West Michael,Samantha Hall,No,,,False,False,18-25,1-3yr
EMP1494,Teresa Robinson,Female,39.0,,Married,Human Resources,Recruiter,1,Human Resources,2023-07-31,1,73900.0,50.46,Yes,4.0,3.0,3.0,3.0,1.0,0.0,1,,Travel_Rarely,East Heather,Danny Robinson,Yes,Career Change,,False,False,36-45,<1yr
EMP1931,Dominique Johnson,Male,56.0,,Single,Marketing,Content Strategist,5,Human Resources,,6,65600.0,49.08,Yes,2.0,,,2.0,2.0,3.0,2,8.8,Travel_Frequently,Hamiltonmouth,Mark Tran,Yes,Better Opportunity,,True,False,46-65,3-6yr
EMP1923,Aaron Hughes,Male,51.0,,Married,Human Resources,HR Manager,5,Medical,,9,23310.0,38.58,No,3.0,3.0,1.0,2.0,3.0,5.0,3,34.9,Travel_Rarely,New Sarah,Jamie Thomas,Yes,Higher Salary,,False,True,46-65,6+yr
EMP1711,Randy Brown,Male,55.0,1971-11-11,Married,Finance,Accountant,5,Marketing,,1,112000.0,38.86,Yes,3.0,1.0,,2.0,2.0,0.0,2,,Travel_Frequently,South Jacob,Robert Hall,No,,,True,False,46-65,<1yr
EMP1668,David Beltran,Female,40.0,,Single,Research & Development,Lab Technician,5,Human Resources,,2,42800.0,58.97,No,1.0,4.0,2.0,,4.0,6.0,1,12.8,Travel_Rarely,North Lee,James White,No,,,True,False,36-45,1-3yr
EMP2459,Anita Flynn,Male,41.0,2004-09-02,Single,Marketing,Content Strategist,2,Marketing,,7,94300.0,51.57,No,2.0,4.0,2.0,3.0,1.0,5.0,3,35.9,Travel_Frequently,Williambury,Cynthia Jackson,No,,,False,False,36-45,6+yr
EMP1791,Stacey Evans,Not Disclosed,60.0,1994-01-27,Married,Human Resources,HR Manager,5,Business,,8,28300.0,38.17,Yes,2.0,1.0,,,4.0,1.0,3,19.6,Travel_Frequently,East Ginaberg,Zachary Ball,No,,,True,False,46-65,6+yr
EMP1325,Megan Gutierrez,Male,52.0,,Not Disclosed,Sales,Sales Representative,4,Medical,,9,46400.0,63.88,Yes,2.0,4.0,4.0,3.0,3.0,4.0,2,16.2,Travel_Frequently,Gabrielburgh,Madison Holt,Yes,Retirement,,False,False,46-65,6+yr
EMP1638,Kenneth Miranda,Female,55.0,,Married,Human Resources,HR Executive,2,Life Sciences,2019-03-19,5,59900.0,99.95,No,1.0,2.0,3.0,,2.0,0.0,2,17.3,Non-Travel,Matthewstad,Randy Jones,No,,,True,False,46-65,3-6yr
EMP2442,Matthew Love,Male,41.0,,Divorced,Research & Development,Lab Technician,4,Technical Degree,2018-11-20,6,49000.0,58.83,No,3.0,3.0,3.0,3.0,2.0,0.0,1,19.0,Non-Travel,Haynesborough,Nicholas Sanders,No,,,False,False,36-45,3-6yr
EMP1195,Clarence Mccoy,Male,31.0,,Married,Finance,Accountant,5,Business,,6,20800.0,52.09,Yes,1.0,3.0,,2.0,1.0,2.0,1,19.0,Travel_Frequently,Lake Roberttown,April Torres,Yes,Retirement,,True,False,26-35,3-6yr
EMP2122,Donald Taylor,Female,31.0,,Divorced,Sales,Sales Manager,2,Human Resources,2019-08-31,5,74450.0,31.0,Yes,3.0,4.0,2.0,2.0,2.0,2.0,2,,Travel_Frequently,Smithhaven,Trevor Martinez,No,,,False,False,26-35,3-6yr
EMP1100,Steven Williams,Female,41.0,,Divorced,Research & Development,Lab Technician,4,Life Sciences,,6,24200.0,55.09,No,1.0,3.0,4.0,,2.0,1.0,2,,Travel_Frequently,East Brian,Alexandria Pierce,No,,,True,False,36-45,3-6yr
EMP1676,Jerry Brown,Female,56.0,,Married,Sales,Sales Manager,5,Life Sciences,,5,74450.0,60.4,Yes,5.0,4.0,3.0,,2.0,0.0,2,10.5,Non-Travel,Benitezchester,Kevin Morris,No,,,True,False,46-65,3-6yr
EMP1264,Chad Larson,Female,44.0,,Single,Finance,Finance Manager,3,Technical Degree,2021-04-14,3,67500.0,56.29,No,1.0,4.0,1.0,4.0,5.0,6.0,0,,Non-Travel,North Vickimouth,Brian Krueger,No,,,False,False,36-45,1-3yr
EMP1248,Kimberly Blake,Male,52.0,,Divorced,Human Resources,HR Manager,2,Medical,,7,27000.0,90.44,Yes,3.0,1.0,4.0,4.0,2.0,0.0,1,9.2,Travel_Frequently,East Brandonmouth,Larry Shields,No,,,False,False,46-65,6+yr
EMP1230,Kevin Butler,Male,28.0,1986-10-26,Married,Sales,Sales Executive,1,Medical,,4,23800.0,99.74,Yes,3.0,,,4.0,5.0,3.0,2,,Non-Travel,Greenbury,Steve Kelley,No,,,True,False,26-35,3-6yr
EMP1936,Donald Mann,Male,58.0,1996-06-16,Married,Sales,Sales Executive,4,Human Resources,,6,30500.0,43.58,Yes,3.0,,1.0,,4.0,3.0,2,13.3,Travel_Rarely,Petertown,James Schmidt,No,,,True,False,46-65,3-6yr
EMP1403,Melissa Cherry,Female,45.0,,Single,IT,IT Support,5,Technical Degree,,7,15900.0,73.14,No,3.0,2.0,4.0,,1.0,0.0,1,17.1,Travel_Frequently,Feliciachester,Aaron Hall,No,,,True,False,36-45,6+yr
EMP2339,Mary Morgan,Female,33.0,,Married,Sales,Sales Representative,4,Marketing,,7,35000.0,67.84,Yes,5.0,3.0,2.0,,5.0,6.0,0,,Travel_Rarely,Lake Elizabethfurt,Paul Daniels,No,,,True,False,26-35,6+yr
EMP1141,Ashley White,Male,55.0,1967-02-06,Married,Finance,Accountant,3,Human Resources,,3,68700.0,77.67,Yes,3.0,2.0,4.0,4.0,2.0,4.0,2,8.9,Travel_Rarely,West Monicaberg,Kristina Scott,No,,,False,False,46-65,1-3yr
EMP1688,Tamara Parker,Male,35.0,,Single,Human Resources,Recruiter,1,Technical Degree,,8,115200.0,81.08,No,3.0,3.0,,2.0,4.0,0.0,1,12.4,Non-Travel,Timothyfurt,Devon Bonilla,No,,,True,False,26-35,6+yr
EMP1294,Kathleen Spears,Female,42.0,,Divorced,Finance,Accountant,2,Human Resources,,5,109800.0,87.84,No,3.0,2.0,,3.0,5.0,3.0,3,39.3,Travel_Rarely,Carlaside,Christina Ruiz,No,,,True,False,36-45,3-6yr
EMP1523,Justin Thompson,Male,50.0,,Married,Finance,Financial Analyst,4,Human Resources,,2,108500.0,62.2,No,5.0,4.0,4.0,2.0,2.0,3.0,1,24.4,Travel_Frequently,Alvarezport,Victoria Zamora,No,,,False,False,46-65,1-3yr
EMP1473,Jacob Nelson Md,Not Disclosed,60.0,,Single,Sales,Sales Manager,2,Human Resources,2023-01-21,1,102800.0,54.01,Yes,1.0,2.0,1.0,1.0,3.0,3.0,0,,Non-Travel,Dillonmouth,Christopher Moore,No,,,False,False,46-65,<1yr
EMP1948,Eric Lindsey,Female,41.0,,Married,Finance,Accountant,2,Marketing,,1,65900.0,86.61,No,2.0,4.0,,2.0,5.0,0.0,2,27.7,Non-Travel,Fosterbury,Nicole ReYes,No,,,True,False,36-45,<1yr
EMP1806,Elizabeth Matthews,Male,45.0,1974-07-08,Not Disclosed,Research & Development,Data Analyst,2,Human Resources,,2,74100.0,72.01,No,4.0,4.0,2.0,3.0,3.0,3.0,1,,Non-Travel,Diazbury,Mike Vargas,No,,,False,False,36-45,1-3yr
EMP1751,Robert Ellis,Not Disclosed,32.0,1981-04-11,Married,Marketing,Content Strategist,3,Technical Degree,2020-12-21,4,111600.0,72.25,Yes,3.0,3.0,1.0,,3.0,5.0,0,31.7,Travel_Rarely,East Allison,Michelle Brown,No,,,True,False,26-35,3-6yr
EMP1852,Michael Murray,Male,51.0,,Divorced,Sales,Sales Executive,3,Medical,2022-07-24,2,56200.0,42.31,No,1.0,4.0,3.0,,5.0,0.0,1,,Travel_Frequently,Port Carmenmouth,Kent Marshall,No,,,True,False,46-65,1-3yr
EMP2152,Rebecca Brewer,Female,55.0,1984-12-11,Married,Research & Development,Data Analyst,1,Human Resources,,6,28300.0,57.47,Yes,1.0,4.0,3.0,,2.0,3.0,0,,Non-Travel,Lake Racheltown,Kevin Molina,No,,,True,False,46-65,3-6yr
EMP1569,Gordon Blair,Male,22.0,,Single,Finance,Finance Manager,3,Life Sciences,,7,39600.0,69.59,Yes,5.0,,,1.0,1.0,3.0,1,,Travel_Rarely,Derrickstad,Jacob Wilson,No,,,True,False,18-25,6+yr
EMP1890,Christopher Wagner,Not Disclosed,32.0,,Single,Sales,Sales Executive,4,Medical,,3,72000.0,86.06,Yes,5.0,1.0,1.0,1.0,2.0,1.0,1,,Travel_Frequently,West Tamara,Mrs. Kelly Johnson,No,,,False,False,26-35,1-3yr
EMP1839,Ashley Abbott,Male,41.0,,Single,Finance,Financial Analyst,3,Human Resources,,1,85800.0,85.21,Yes,2.0,4.0,,1.0,2.0,1.0,3,26.1,Non-Travel,Smithchester,Kristie Reed,No,,,True,False,36-45,<1yr
EMP1889,Cynthia Howe,Not Disclosed,56.0,,Not Disclosed,Marketing,Marketing Manager,2,Life Sciences,,6,55800.0,86.65,No,3.0,1.0,3.0,2.0,0.0,0.0,0,,Non-Travel,New Taylor,Victoria Jacobs,No,,,False,False,46-65,3-6yr
EMP1775,Maria Frank,Female,46.0,,Divorced,IT,IT Support,1,Marketing,,9,101500.0,35.33,No,4.0,1.0,,4.0,1.0,3.0,1,,Travel_Rarely,Obrienchester,Tracy King,Yes,Higher Salary,,True,False,46-65,6+yr
EMP1291,David Perkins,Male,41.0,,Divorced,Finance,Accountant,1,Medical,,4,98800.0,38.01,Yes,3.0,4.0,2.0,1.0,3.0,3.0,0,,Non-Travel,West Rhonda,Ryan Hernandez,No,,,False,False,36-45,3-6yr
EMP2489,Patricia Coleman,Not Disclosed,54.0,,Single,Human Resources,Recruiter,5,Medical,2015-07-27,9,50900.0,59.27,Yes,1.0,,2.0,1.0,0.0,4.0,2,24.8,Non-Travel,Lake Elizabethland,Wanda Jacobs,No,,,True,False,46-65,6+yr
EMP1499,Michael Cisneros,Male,42.0,,Divorced,Human Resources,HR Executive,3,Marketing,,9,36700.0,80.17,Yes,2.0,3.0,,3.0,2.0,4.0,1,19.3,Non-Travel,Jacksonberg,Matthew Hamilton,No,,,True,False,36-45,6+yr
EMP2454,Ricardo Ortiz,Female,52.0,,Single,Human Resources,Recruiter,5,Business,,8,73400.0,60.51,No,3.0,3.0,1.0,1.0,3.0,4.0,0,19.2,Travel_Frequently,Jamesfort,Carol Hart,No,,,False,False,46-65,6+yr
EMP1194,Kayla Rodriguez,Female,58.0,,Married,Research & Development,Data Analyst,4,Human Resources,,3,91100.0,46.02,Yes,2.0,,3.0,2.0,5.0,3.0,1,36.2,Travel_Frequently,Welchhaven,Jorge Wagner,No,,,True,False,46-65,1-3yr
EMP1939,Matthew King,Male,41.0,1993-04-19,Married,IT,Software Engineer,3,Business,,1,111300.0,53.65,Yes,3.0,1.0,4.0,3.0,2.0,2.0,0,,Travel_Rarely,Lake Davidville,Janet Romero,No,,,False,False,36-45,<1yr
EMP2286,Samantha Wright,Male,55.0,,Married,Research & Development,Lab Technician,2,Human Resources,2015-02-05,9,15300.0,74.99,No,5.0,4.0,1.0,2.0,2.0,5.0,2,,Non-Travel,South Laurieberg,Stephen Murphy,No,,,False,False,46-65,6+yr
EMP1954,Ashley Pierce Dds,Not Disclosed,36.0,,Single,Human Resources,Recruiter,3,Marketing,,9,42800.0,43.36,No,3.0,3.0,2.0,,0.0,3.0,2,9.6,Travel_Rarely,Murphyland,Timothy Peterson,No,,,True,False,36-45,6+yr
EMP1289,Nicole Pham,Female,49.0,,Not Disclosed,IT,IT Support,5,Medical,2016-06-06,8,83900.0,30.5,Yes,3.0,4.0,,1.0,1.0,5.0,3,25.5,Travel_Frequently,New Craig,Richard Tapia,No,,,True,False,46-65,6+yr
EMP1356,Joshua Sheppard,Female,30.0,,Not Disclosed,Marketing,Marketing Executive,4,Technical Degree,,5,102000.0,57.43,No,4.0,2.0,4.0,4.0,5.0,3.0,2,34.6,Non-Travel,South Sarah,Lynn Holland,Yes,Relocation,,False,False,26-35,3-6yr
EMP2376,Lisa Marshall,Male,36.0,,Divorced,Human Resources,Recruiter,2,Life Sciences,,5,23900.0,71.88,No,5.0,1.0,1.0,3.0,2.0,6.0,1,34.0,Travel_Rarely,Matthewside,Michael Matthews,No,,,False,False,36-45,3-6yr
EMP2452,Benjamin White,Male,43.0,,Divorced,Human Resources,Recruiter,5,Life Sciences,,5,65200.0,81.73,No,5.0,4.0,1.0,1.0,1.0,2.0,0,5.7,Non-Travel,Elliston,William Johnson,Yes,,,False,False,36-45,3-6yr
EMP1744,Valerie Macdonald,Female,41.0,1995-12-29,Married,Human Resources,HR Executive,3,Marketing,2016-01-30,8,63630.0,76.84,Yes,5.0,4.0,4.0,3.0,2.0,3.0,0,,Travel_Frequently,West Carlystad,Amy Mendoza,No,,,False,True,36-45,6+yr
EMP1270,Kenneth Wells,Female,25.0,,Single,Human Resources,HR Executive,4,Business,2019-03-27,5,106700.0,73.81,Yes,1.0,4.0,3.0,2.0,1.0,6.0,2,,Non-Travel,Brittanyfurt,Mark Paul,No,,,False,False,18-25,3-6yr
EMP1900,Logan Russell,Female,26.0,1994-01-08,Not Disclosed,Finance,Finance Manager,2,Medical,,7,118000.0,92.36,No,1.0,,3.0,4.0,2.0,6.0,3,28.5,Non-Travel,Webbberg,Sean Richardson,No,,,True,False,26-35,6+yr
EMP1892,Jeremy Zimmerman,Male,49.0,,Divorced,Sales,Sales Executive,4,Human Resources,,5,107000.0,55.07,No,3.0,3.0,,,4.0,1.0,2,,Travel_Rarely,Gonzaleztown,Calvin Love,No,,,True,False,46-65,3-6yr
EMP1401,Steven Ellis,Female,38.0,,Single,IT,Software Engineer,2,Business,,9,66200.0,57.33,No,3.0,2.0,3.0,4.0,2.0,5.0,2,7.0,Non-Travel,Kennedyburgh,Donna Marshall,No,,,False,False,36-45,6+yr
EMP1698,Peter Schmitt,Not Disclosed,40.0,1998-08-30,Divorced,Finance,Financial Analyst,2,Human Resources,,2,49300.0,96.73,Yes,3.0,1.0,1.0,4.0,3.0,2.0,0,,Non-Travel,Jenniferside,Shane Schmitt,No,,,False,False,36-45,1-3yr
EMP1894,Nicole Palmer Phd,Male,41.0,1985-05-19,Divorced,Research & Development,Research Scientist,3,Medical,2020-03-23,4,59600.0,44.14,No,5.0,4.0,2.0,2.0,2.0,0.0,2,17.1,Non-Travel,Gibsonshire,Kelly Swanson,No,,,False,False,36-45,3-6yr
EMP1132,Ricardo Reed,Female,38.0,,Married,Sales,Sales Executive,2,Human Resources,2023-02-18,1,57900.0,96.63,Yes,1.0,3.0,1.0,4.0,4.0,4.0,2,,Travel_Frequently,New Patricia,Rachael Barnett,No,,,False,False,36-45,<1yr
EMP1611,Tiffany Ramos,Not Disclosed,41.0,,Divorced,Finance,Financial Analyst,3,Human Resources,2022-06-18,2,42400.0,94.77,No,3.0,3.0,4.0,3.0,5.0,1.0,0,36.8,Non-Travel,East Bretttown,Nicole Hebert,No,,,False,False,36-45,1-3yr
EMP1714,Christina Johnson,Female,41.0,,Not Disclosed,Finance,Finance Manager,4,Marketing,2016-06-18,8,23100.0,83.49,No,3.0,4.0,4.0,,4.0,0.0,0,,Travel_Rarely,South Andrewburgh,Vincent Rodriguez,No,,,True,False,36-45,6+yr
EMP2411,Joshua Gomez,Female,56.0,,Married,Marketing,Marketing Executive,1,Business,,8,64000.0,43.87,Yes,5.0,2.0,3.0,1.0,5.0,4.0,2,,Travel_Rarely,East Steven,Clifford Young,Yes,,,False,False,46-65,6+yr
EMP1844,Heather Webster,Female,23.0,,Single,Marketing,Marketing Executive,1,Medical,,9,66500.0,69.22,No,3.0,,2.0,4.0,4.0,1.0,0,32.5,Travel_Frequently,Lake Diane,Dr. Kara Summers,No,,,True,False,18-25,6+yr
EMP1171,Jason Hines,Male,46.0,,Single,Human Resources,HR Executive,2,Technical Degree,2020-12-26,4,19000.0,58.14,No,3.0,1.0,,,3.0,4.0,0,7.0,Travel_Frequently,East Anna,Mrs. Michaela Andrews,No,,,True,False,46-65,3-6yr
EMP1747,Kristy Farmer,Male,41.0,,Not Disclosed,Human Resources,Recruiter,4,Medical,,5,62500.0,36.84,No,3.0,1.0,3.0,3.0,3.0,4.0,2,,Non-Travel,East Davidville,Stacy Larson,No,,,False,False,36-45,3-6yr
EMP1240,Gary Robinson,Female,55.0,,Single,Marketing,Marketing Executive,2,Marketing,,4,88700.0,76.11,No,3.0,3.0,,,1.0,3.0,0,,Travel_Frequently,East Geoffreystad,Erin Mcdonald,No,,,True,True,46-65,3-6yr
EMP2257,Kelsey Sullivan,Male,57.0,,Married,IT,System Admin,3,Marketing,,6,85900.0,34.3,No,3.0,3.0,4.0,,4.0,1.0,3,,Travel_Frequently,Hunterstad,Sandra Brown,No,,,True,False,46-65,3-6yr
EMP2197,Keith Santiago,Male,26.0,,Single,Marketing,Content Strategist,3,Marketing,,3,60700.0,98.52,No,1.0,4.0,,1.0,3.0,2.0,2,,Travel_Frequently,Joseton,Nathan Valenzuela,Yes,Career Change,2022-12-22,True,False,26-35,1-3yr
EMP2221,Kelly Atkinson,Male,49.0,,Not Disclosed,Sales,Sales Executive,1,Human Resources,,6,80200.0,31.45,Yes,2.0,4.0,4.0,2.0,2.0,6.0,0,37.9,Travel_Rarely,Davisport,Kathleen Clark MD,No,,,False,False,46-65,3-6yr
EMP2111,Carl Hampton,Not Disclosed,28.0,,Single,IT,IT Support,1,Medical,,5,72100.0,98.72,Yes,3.0,1.0,2.0,1.0,4.0,3.0,0,,Non-Travel,South Brianside,Nancy Glenn,No,,,False,False,26-35,3-6yr
EMP1748,Katherine Young,Female,21.0,,Married,Human Resources,HR Manager,1,Technical Degree,,9,79250.0,71.64,No,1.0,4.0,4.0,,1.0,6.0,2,,Travel_Frequently,Millerton,Jacob Martinez,No,,,True,False,18-25,6+yr
EMP1882,Shannon Daniels,Not Disclosed,22.0,,Married,IT,Software Engineer,4,Human Resources,,9,28900.0,74.17,No,3.0,3.0,2.0,3.0,3.0,4.0,0,,Travel_Frequently,South Margaret,Audrey Rodriguez,No,,,False,False,18-25,6+yr
EMP1122,Dana Ross,Female,46.0,,Single,IT,Software Engineer,2,Marketing,,8,41500.0,68.59,Yes,1.0,2.0,,1.0,4.0,2.0,2,,Travel_Frequently,Webbtown,Jennifer Leonard,No,,,True,False,46-65,6+yr
EMP2123,Sylvia Chavez,Female,24.0,,Not Disclosed,IT,System Admin,1,Medical,,5,114000.0,37.31,No,3.0,3.0,1.0,4.0,4.0,1.0,2,,Travel_Rarely,Aguilarview,Kimberly Clark,No,,,False,False,18-25,3-6yr
EMP2465,William Johnson,Female,39.0,,Married,Human Resources,HR Executive,4,Technical Degree,,3,117500.0,95.31,No,3.0,2.0,4.0,,4.0,3.0,1,,Travel_Rarely,Karenside,Megan Mendoza,Yes,,,True,False,36-45,1-3yr
EMP1158,Katelyn Singleton,Female,39.0,,Not Disclosed,Finance,Finance Manager,1,Life Sciences,,2,66800.0,78.36,Yes,3.0,2.0,,4.0,2.0,0.0,2,35.9,Non-Travel,Weeksland,Margaret Huber,Yes,Better Opportunity,2023-05-04,True,False,36-45,1-3yr
EMP2367,Jesus Hall,Male,42.0,,Divorced,Human Resources,HR Executive,1,Human Resources,,6,68500.0,68.07,No,3.0,1.0,3.0,2.0,2.0,2.0,3,,Travel_Rarely,Millerland,Timothy Turner DDS,No,,,False,False,36-45,3-6yr
EMP1430,Timothy Hamilton,Not Disclosed,28.0,1973-05-03,Divorced,Marketing,Marketing Manager,4,Human Resources,,3,19800.0,88.16,Yes,3.0,4.0,4.0,2.0,0.0,3.0,3,13.1,Non-Travel,Hendersonburgh,Vanessa Johnson,No,,,False,False,26-35,1-3yr
EMP2239,Carl Oconnor,Male,31.0,1967-08-12,Married,Marketing,Marketing Manager,5,Technical Degree,,5,19700.0,69.57,Yes,1.0,4.0,1.0,3.0,1.0,1.0,1,,Non-Travel,West Keith,Jonathan Allison,No,,,False,False,26-35,3-6yr
